Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
319.336,11738,319,336000000,world,0.000177982395065217,0.05858199769981937,0.006100399642600447,-0.00023873946232993998,-0.0011747998312384563,-0.001010024100857209
319.368,11739,319,352000000,world,0.0001466365626771689,0.058141226441473674,0.006084125651820865,-0.00024326690364421914,-0.001250040570777166,-0.001078447742006115
319.376,11740,319,368000000,world,0.00012417442400973006,0.05768533414884167,0.006059409950496107,-0.00024661496046782765,-0.0013176169509452069,-0.0011402465416250973
319.432,11741,319,416000000,world,7.653182471212188e-05,0.05627920288358144,0.0059727757454629184,-0.00024977755868291044,-0.0014796065373588372,-0.0012929661980263893
319.456,11742,319,448000000,world,3.8093711032436464e-05,0.05534196095053052,0.005924328799882718,-0.0002473831119962052,-0.0015582044566804496,-0.0013736096946610915
319.48,11743,319,464000000,world,-2.7080914498697815e-05,0.05494344396681608,0.005817142997356784,-0.0002455246784865989,-0.0015891130914618167,-0.0014078230908206235
319.552,11744,319,528000000,world,-9.367174989108435e-05,0.05311621956493795,0.005704431132533666,-0.00023323727997809612,-0.0016436336926356635,-0.0015005067212044473
319.568,11745,319,560000000,world,-0.00011295120611246027,0.0521809202741791,0.005650193977913024,-0.000224651172254033,-0.0016350684413267617,-0.0015197832811121245
319.592,11746,319,576000000,world,-0.00013022560413554965,0.05174707967413168,0.005622253053155099,-0.00022029363951829638,-0.0016244664588067727,-0.0015222757433687437
319.6,11747,319,592000000,world,-0.0001415100082329862,0.05129891523551281,0.005594834896380189,-0.00021545071563836392,-0.0016096513879433965,-0.0015207497005998588
319.632,11748,319,624000000,world,-0.0001605701576323303,0.05040952033064692,0.005539862968846128,-0.00020446486975163658,-0.0015716873457079354,-0.0015059266942593736
319.656,11749,319,640000000,world,-0.00025190698915100496,0.048096791377235236,0.005521440426161424,-0.00019809287027128985,-0.0015523655643304524,-0.0014930765118577086
319.688,11750,319,672000000,world,-0.0002750248620683805,0.0469943917660597,0.005465518526149443,-0.0001835930851149624,-0.0015121244951400627,-0.001459594349820773
319.8,11751,319,776000000,world,-0.00028266655083768427,0.043537509493961304,0.0052767484456545,-0.00013605672074330148,-0.0013212428438566476,-0.0013057926828678168
319.824,11752,319,816000000,world,-0.00030091710611275524,0.042191052630739585,0.005199256165244591,-0.0001177185396180812,-0.0012218999192231573,-0.0012258382869719943
319.84,11753,319,832000000,world,-0.000300530063822179,0.041776625227714366,0.005169898851391798,-0.00010750494083604937,-0.001166163797661601,-0.0011799706521087457
319.856,11754,319,848000000,world,-0.00029960910981564843,0.04136867956233027,0.005140455547368048,-9.698990412399289e-05,-0.0011084705159328664,-0.0011304916046123437
319.88,11755,319,864000000,world,-0.0002981628816867244,0.04096766272078783,0.005110934192090257,-8.636518615578579e-05,-0.0010495173498421754,-0.001078680975625297
319.888,11756,319,880000000,world,-0.0002962014119191996,0.04057401173486038,0.005081342350149439,-7.573317381697661e-05,-0.0009896894260716816,-0.0010257447674951764
319.904,11757,319,896000000,world,-0.0002986928241215181,0.03787976723078156,0.005100179431974548,-6.520425060387261e-05,-0.0009281592354132643,-0.0009683816463985884
319.92,11758,319,912000000,world,-0.0002957852883011829,0.03748163614098509,0.005070804066581818,-5.404538415295513e-05,-0.000866815832604651,-0.0009146664421151044
319.936,11759,319,928000000,world,-0.0003113260089925212,0.036601489903643813,0.005047636043352067,-4.259432265034819e-05,-0.0008040244115902183,-0.0008577145714232031
